title,text,label
COVID-19,Û÷India taking big step towards being self-reliant in energyÛª: PM Modi on launch of auction of 41 coal mines,real
ELECTION,"BJP-Shiv Sena set to repeat its 2014 magic in Maharashtra, leads in 41 of 48 seats",real
GOVERNMENT,"Bharat bandh hits normal life in Bihar, situation peaceful in Rajasthan",real
POLITICS,"Modi to visit Assam, West Bengal on Feb 7",real
VIOLENCE,Fact Check: Image from 2017 rally in Rajasthan shared as recent Haryana protest.2018 Images From Protest In Lucknow Revived With Unemployment Twist,fake
VIOLENCE,Former PM Manmohan Singh discharged from AIIMS,real
COVID-19,"In Hyderabad civic polls, test for TRS-AIMIM ?friendship? as BJP makes it key plank",fake
VIOLENCE,Fact Check: Image of injured Syrian child passed off as victim of Delhi violence. Fact Check: Old image of injured mother and child from Gaza passed off as brutality in Kashmir,fake
GOVERNMENT,"Why railways Dedicated Freight Corridor was delayed, and how it could be a game-changer",real
MISLEADING,Fact Check: WhatsApp Forwards Claim Mullaperiyar Dam In Kerala About...,fake
POLITICS,Legion of Indian students stranded in UK requests for evacuation at earliest,real
TERROR,CBSE to rationalise syllabus by up to 30 pc for classes 9 to 12 to make up for academic loss,real
MISLEADING,Fact Check: Was Rahul Gandhi listed as the seventh most educated...,fake
MISLEADING,Fact Check: Man did not attempt suicide after governments decision of...,fake
VIOLENCE,Old report of BJP Gujarat govtÕs demolition drive that erased 50 temples shared as recent,fake
GOVERNMENT,All states need to emulate ÔDelhi modelÕ to control spread of Coronavirus: Union minister,real
GOVERNMENT,Photoshopped image of Amit Shah-Mamata Banerjee meeting shared on social media,fake
VIOLENCE,Picture of GoTs Arya Stark shared as Kashmiri girl; heres the...,fake
VIOLENCE,"Indiaï¿½s life expectancy is 68 years, but thousands of Telangana voters are 2017 years old",real
TERROR,MP firm booked for Rs938-crore loan fraud,real
COVID-19,Fake: Viral poster claims Rahul GandhiÕs DNA doesnÕt match Rajiv GandhiÕs,fake
GOVERNMENT,Varanasi boatman surprised by Priyanka Gandhi VadraÕs gesture of sending gifts for his daughterÕs wedding,real
GOVERNMENT,Fact Check: Is it Kangana Ranaut vs Shabana Azmi once again? Not really!,fake
VIOLENCE,HereÕs the truth behind this Ôrare clipÕ of Bruce Lee playing...,fake
VIOLENCE,Gazing into the crystal ball: A compilation of Subramanian Swamy?s predictions for the future,fake
GOVERNMENT,Did Indian Muslim family watch Pak PMs UN speech? Heres the...,fake
POLITICS,"No, these photos do not show Hindus being attacked by 'goons' working for an Indian state's chief minister.Media Agencies Present Incomplete Information, Saying 'US Backs India's New Farm Laws'",fake
GOVERNMENT,"Ex-CM of Gujarat Dilip Parikh dies at 82, PM extends condolences",real
ELECTION,"Jairam Ramesh, Rajeev Gowda and Pawan Khera to lead Congress panels formed for 2019 polls",real
GOVERNMENT,Did Boris Johnson meet journalists after his recovery from COVID-19? HereÕs...,fake
GOVERNMENT,Loan waiver for students could be part of Congressï¿½ 2019 manifesto,real
TRAD,Fact Check: False claim that SC motto has changed from ï¿½Satyamev...,fake
POLITICS,Khalistan Flag Hoisted At Red Fort? A FactCheck,fake
GOVERNMENT,Himachal Pradesh restricts social gatherings to 50 people,real
VIOLENCE,7-Year-Old RT Clip On Islamic Party Demanding Sharia In Belgium Viral...,fake
TERROR,Haryana Chief MinisterÕs flying squad uncovers Rs 26 lakh fraud in construction of dam,real
VIOLENCE,Fact Check: This heartbreaking video of 6-year-old pushing stretcher in hospital is not from Bihar,fake
POLITICS,Infiltrators will be thrown out of country by 2024 through NRC: Amit Shah,real
GOVERNMENT,"You need driving licence, tourist permit? Shell out more money and everything can be done",fake
POLITICS,Govt to sack employees who got jobs with fake certificates,fake
MISLEADING,Fact Check: COVID-19 Cure Claims In UP Board's Class 12 Textbook Are...,fake
TERROR,Tiger cub named after Ladakh hero Col Santosh Babu,real
COVID-19,"With Over 2.9 Million Members This Pro-Modi Facebook Group Is A Fake....2.8 Mn Indians Displaced Internally In 2016, Third-Highest Globally",fake
VIOLENCE,CBI raids Bengaluru office of Amnesty International over alleged violation of FCRA,real
GOVERNMENT,"Union Cabinet approves bonus for Central Govt employees, over 30 lakh to benefit",real
MISLEADING,Modi supporters release a list of ÒDonÕtsÓ for the Nation,fake
VIOLENCE,The image has been doctored -- the original photo shows police protesting an unrelated issue in 2019,fake
GOVERNMENT,6 farmers held over protest during BJPÕs tractor rally in Amabala,real
POLITICS,How Priyanka Gandhi and Congress helped Kafeel Khanï¿½s family move to ï¿½safeï¿½ Rajasthan,real
COVID-19,"COVID-19 tally may not reach 5.5 lakh by July end, but need to see how virus behaves in monsoon: Verma",real
COVID-19,Gen Naravane conferred honorary rank of General of Nepali Army,real
COVID-19,Government approves higher rewards for NCC cadets,real
COVID-19,"10,667 new cases take India's corona tally to 3.43 lakh",real
ELECTION,Nine YSRCP MPs havenï¿½t asked any questions in the 17th Lok Sabha,real
MISLEADING,Fact Check: Did Bill Gates And Dr Anthony Fauci Violate Social Distancing Norms?.Fact Check: Viral post saying Bill Gates violated social distancing norms is misleading,fake
MISLEADING,Fact Check: Video Viral With Claim Of Karnataka Medical Officials Fake Covid Vaccination. Fact Check on Website allegations over Coronavirus Fund by Telugu actor Vijay Devarakonda,fake
VIOLENCE,"Sandalwood drugs case: Bengaluru Police suspend ACP, constable for leaking crucial info",real
GOVERNMENT,"Did Kabir, Nanak and Gorakhnath Ôsit togetherÕ and discuss spirituality as claimed by PM Modi?",fake
TERROR,Insolvency Code Amendment On Cards To Ensure NCLT-Approved Plans Are Obeyed,real
ELECTION,"Bhim Army chiefs Varanasi bid a BJP conspiracy to divide Dalit votes, says Mayawati",real
ELECTION,Haryana looks headed for a hung assembly as Congress throws up a surprise,real
GOVERNMENT,"Building Ram temple shouldnï¿½t be as complicated as Kashmir conflict, Shiv Sena tells BJP",real
MISLEADING,"Fact check: No, police did not stop auto carrying 24 people amid lockdown. Fact Check: Did a policeman get beaten up while enforcing corona lockdown?",fake
POLITICS,CongressÕ Man Friday Pranab Mukherjee receives Bharat Ratna,real
POLITICS,India?s Politicians Unite Against Transparency!,fake
MISLEADING,Viral audio clip by PhonePe and KYC expiration message by Paytm is fake!,fake
POLITICS,Will try to resume international flights before August: Civil Aviation Minister Puri,real
ELECTION,"Akalis, BJP plan tie-up for Haryana assembly elections for the first time",real
ELECTION,Malda TMC mocks BJPs door-to-door Yogi drive,real
COVID-19,"NEP will sow seeds for starting a new era, give new direction to 21st-century India: Modi",real
POLITICS,Scotch-Brite criticised for gender marker logo; company's marketing head replies,real
TERROR,Hot oil helps fuel Tiger Woods at The Northern Trust,real
COVID-19,Û÷Step to gain trustÛª: J&K L-G launches grievance redressal portal,real
COVID-19,Karnataka imposes travel restrictions for people coming from Maharashtra,real
VIOLENCE,Robbery attempt communalised as Kali idol vandalised in Bengalâs Siliguri,fake
GOVERNMENT,Fact Check: PM ModiÕs claim about improved strength of Indian passport,fake
ELECTION,Madhya Pradesh BJP leader moves SC against HC order for virtual campaigns alone,real
VIOLENCE,This video has no connection with the traffic challan,fake
GOVERNMENT,"After resolving to stay put at Haryana border, Ugrahan group now says will march to Delhi",real
MISLEADING,Fact Check: Truth behind the viral video of Hindu girl set ablaze in Madhya Pradesh,fake
MISLEADING,Fact Check: Viral Post Attributes False Statement On Schools Reopening To Education Minister. Fact Check: Viral post saying Bill Gates violated social distancing norms is misleading,fake
GOVERNMENT,"Overruling own decisions, Baghel govt spares Tatas Rs 200 crore penalty",real
TRAD,"For many in Karnataka BJP, new chief Nalin Kateel isnï¿½t popular or influential enough",real
VIOLENCE,Mob beat-up a mentally challenged young man after suspecting him of being a child-thief.A mentally challenged youngster was beaten up by the mob who mistook him to be a child kidnapper.,fake
POLITICS,No! Sarfaraz did not bring a gun on the field; hereÕs...,fake
GOVERNMENT,Andhra Pradesh releases special package to revive industry,real
GOVERNMENT,How BJPï¿½s alliance partner JJP hurt it the most in Haryana,real
TRAD,Uttarakhand flash flood ï¿½ 53 bodies recovered so far as rescue operations continue,real
VIOLENCE,Trial in 2008 Malegaon blast case resumes,real
VIOLENCE,UP: Village headman held after video showing him beating up man goes viral,real
COVID-19,Serum Institute gets nod to resume Oxford Covid vaccine trials in India,real
VIOLENCE,"No stay on CAA, NPR; SC grants Govt 4 weeks to reply, restrains HCs from passing orders",real
VIOLENCE,"Hurt by the way students were treated, IÕm with them: VC Jamia Milia Islamia",real
TRAD,Pratap Sarnaik ï¿½ crorepati Shiv Sena MLA raided by ED was once an autorickshaw driverï¿½,real
ELECTION,Biggest upset in Jharkhand elections  CM Raghubar Das losing to his ex-minister Saryu Roy,real
VIOLENCE,Kerala HC allows minor rape victim to abort 21-week pregnancy,real
GOVERNMENT,Singhvi: Not apt to comment once Sonia has spoken,real
MISLEADING,The vicious cycle of fake images in Basirhat riots,fake
COVID-19,Fact Check: Did Jamiat Ulema-e-Hind Write To Sonia Gandhi Against.... Fact Vs Fiction: Did Narendra Modi Sell Tea & Did Rahul Gandhi Enter A ...,fake
VIOLENCE,Fact Check: Dont Fall For Morphed Time Magazine Cover Of Joe...,fake
TERROR,"Not protection of rights, but murder of rights: Trans community on bill passed in Rajya Sabha",real
ELECTION,Kamal Nath asks for Ôfloor test on date fixed by SpeakerÕ in meeting with Governor amid MP crisis,real
GOVERNMENT,"Bid to assure: MSP up for six crops, BJP tells MPs to spread the word",real
VIOLENCE,SC upholds HC order on CentreÕs exotic animals scheme,real
MISLEADING,Fact Check: Is Ujjwala Yojana Really A âRoaring Successâ As Claimed By The Govt?,fake
COVID-19,"More beds, curbs in Gujarat as Covid cases cross 2 lakh",real
GOVERNMENT,Options running out fast for BiharÕs Chanakya,real
POLITICS,India intensifies locust control as FAO says more outbreaks expected,real
TERROR,Tamil Nadu: 7 held for forcing Dalit to fall at OBC manÕs feet,real
POLITICS,Press Council of India member resigns citing deep crisis in media,real
GOVERNMENT,BJP MLA Karni Singh vandalised Ambedkars statue? Heres the truth,fake
VIOLENCE,"Fact Check: Are These Photos Of Women Being Shared On Social Media Of.... No, these are not photos of Sonia Gandhi in her youth",fake
ELECTION,Interview: Haryana BKU Chief | Û÷Dushyant Chautala should snap ties with ally BJPÛª,real
GOVERNMENT,"With SC yet to decide on their fate, Karnatakaï¿½s rebel MLAs want bypolls to be delayed",real
ELECTION,Delhis Muslim voters say the provocation is real but wont fall for BJP game-plan,real
ELECTION,"Family feud in INLD takes a dire turn, OP Chautala expels grandsons Dushyant and Digvijay",real
GOVERNMENT,"14 home-bound migrant labourers killed in two road accidents, nearly 60 injured",real
POLITICS,Did BJP MPs in seven constituencies get 211820 votes? Heres the...,fake
VIOLENCE,2015 Photo Falsely Shared As Amit Shah Visiting COVID-19 Patients,fake
ELECTION,Ekta booked for Û÷obscenityÛª in web series,real
ELECTION,"Uma Bharti not happy with Shivraj Chouhans new cabinet, says she wasnt consulted",real
GOVERNMENT,"Nitish raises Biharï¿½s special status issue again, leaves ally BJP wondering whatï¿½s next",real
VIOLENCE,Fact Check: Dont fall for this tweet falsely attributed to Sachin...,fake
VIOLENCE,This video of Boris Johnson has circulated in media reports since August 2018.This video has circulated online since 2017 in reports about a military operation in Kashmir,fake
GOVERNMENT,"Delhi man skips motherÕs funeral, feeds needy hit by coronavirus lockdown",real
POLITICS,Are lawyers exempted from paying toll tax? Heres the truth,fake
COVID-19,"Fact Check: This website of a 'government' scheme for Rs 50,000 aid is fake",fake
GOVERNMENT,"I wear abuses as jewels, says PM Modi in chat with 25 lakh chowkidars",real
COVID-19,"7 Punjab hospitals, PGI picked for carrying out plasma trials",real
COVID-19,"India, Bangladesh begin 3-day naval exercise today",real
ELECTION,"COVID-19 fight cant be excuse to amend labour laws, exploit workers: Rahul Gandhi",real
POLITICS,"Sushma SwarajÕs daughter Bansuri, presents Re 1 coin to lawyer Harish Salve, fulfils her last promise",real
TRAD,"Devi Lalï¿½s family on top of Haryana politics again, with fourth-gen dynast Dushyant Chautala",real
VIOLENCE,Fake: Unrelated Video Goes Viral As That Of Kathua Case Suspect,fake
TRAD,BJP happy as SC allows rebel MLAs to contest but Yediyurappaï¿½s real challenge starts now,real
VIOLENCE,Yechury downplays gold smuggling racket,real
GOVERNMENT,Opposition parties give suspension notice in Rajya Sabha over farmersï¿½ protest,real
MISLEADING,"Did Hyderabad Police ban kite flying? No, truth is different!",fake
POLITICS,Fact Check: Twisted data about rapes become hot issue before Bengal election,fake
VIOLENCE,Uber taxi rape: Tout who forged CC for accused driver arrested,fake
GOVERNMENT,"Wife pregnant, but disability keeps penniless railway worker from reaching home",real
VIOLENCE,Fact Check: Old Photos Revived To Claim Police Brutality During Recent .... Fact Checked: 297 birds died in The Netherlands but not due...,fake
GOVERNMENT,"SGPC task force rough up protesters outside its office, Punjab minister terms it Û÷heinous crimeÛª",real
POLITICS,Bengal not given time slot to speak at PM session: Reports,real
ELECTION,Double standards: Opposition slams Centre over foreign envoysÕ J-K visit,real
VIOLENCE,Case against journalist who shot video of students having roti with salt in Uttar Pradesh,real
TERROR,India lashes out Pakistan for blocking all avenues for effective remedy in Kulbhushan Jadhav case,real
GOVERNMENT,"Fact Checked: This journalist didnÕt say this, itÕs fake",fake
ELECTION,Countries once praised for their handling of coronavirus are struggling to deal with new outbreaks,real
ELECTION,"Opposition parties question setting up of PM CARES Fund, allege it lacks transparency",real
MISLEADING,"U'Khand floods: Couple fakes death of kids, gets compensation",fake
GOVERNMENT,Paresh RawalÕs gaffe exposes partyÕs social media tactic,fake
ELECTION,"Govt shouldnt have risked Tendulkar, Lata Mangeshkars reputation, says Raj Thackeray",real
GOVERNMENT,Old video of man sleeping with cheetahs from South Africa shared now with false claim. This video shows an animal rights activist with cheetahs in South Africa in 2019,fake
POLITICS,Fact Check: The news behind Indian woman soldier dying in Kashmir is fake,fake
COVID-19,"Deaths rising, Punjab to house high-risk patients in hotels",real
TERROR,Students protesting at Hyderabad University detained at varsitys main gate,real
GOVERNMENT,"Cites excessive moisture: CCI refuses to buy cotton, Karjan farmers protest outside APMC",real
MISLEADING,Fact Check: Doctored video of CNN screen with Pornhub notification during...,fake
MISLEADING,Fact Check: Satirical post about Shiv SenaÕs Ônew logoÕ goes viral,fake
ELECTION,"We will emerge as winners, don't fall prey to rumours: Maanayata Dutt on Sanjay Dutt",real
POLITICS,Congress leader Acharya Pramod shares old image as Brahmans burning BJP flags,fake
VIOLENCE,Jamia violence: Student in the CCTV footage is not the one injured in Jamia shooting,fake
GOVERNMENT,Farmers' agitation: US lawmakers voice support,real
TERROR,US-made jackets for soldiers in Ladakh,real
COVID-19,Honey adulteration: Food regulator meets CSE experts to discuss data,real
GOVERNMENT,Fact Check: Is This Anna Hazares Picture With PM Modi? Heres...,fake
POLITICS,"DGCA approves 12,983 weekly domestic flights during winters",real
VIOLENCE,Fact Check: Viral WHO warning of Nipah virus outbreak in India is two years old.Did No. Of Child Rape Cases in India Increase 82% From 2015 To 2016?,fake
VIOLENCE,Video from Brazil showing man assaulting young girl shared as Rajasthan,fake
GOVERNMENT,"Centre, states cross hurdle over sharing of GST revenue",real
VIOLENCE,Video of mentally-challenged man falsely accused of child-kidnapping viral on social media,fake
VIOLENCE,Video of Indians in Spain celebrating Ram Mandir construction is from 2018,fake
TRAD,Gyan Dev Ahuja: The moustachioed ï¿½Muslim-haterï¿½ BJP just dropped in Rajasthan,real
ELECTION,"ï¿½Loosen first, tighten laterï¿½ ï¿½ How China interrupts market freedoms with tough crackdowns",real
GOVERNMENT,PM Modis mother doesnt have Nehrus portrait at her house,fake
MISLEADING,Did Japan construct an emergency road within 24 hrs? HereÕs the...,fake
VIOLENCE,Ola officials summoned in connection with fraud case through app manipulation,real
GOVERNMENT,"Home-deliver ORS, folic acid in containment zones, states told",real
COVID-19,"As cases surge, Delhi struggles hard to tackle third wave of...",real
VIOLENCE,Chhattisgarh: BSF constable hangs self at unit camp in Kanker,real
GOVERNMENT,"ÔSeeing our plight, our children no longer want to become farmersÕ",real
ELECTION,"JD(S) is not stupid, merging with BJP would be suicide, says former Karnataka CM Kumaraswamy",real
COVID-19,"No, This Is Not A Photo Of Motilal Vora Touching Rahul Gandhiâs Feet",fake
VIOLENCE,Meena Kumari A Victim of Triple Talaq Is Fake News: A FactCheck,fake
VIOLENCE,Fake Cheque Purporting To Show Nirav Modi's Donation To Congress Viral ....Does This Video Show JNU Students Chanting Expletives On Campus? A...,fake
VIOLENCE,COVID-19: Couple Photographed At Spain Airport Shared As Deceased.... Fact Check: Astronaut & Bicycle Carved On A Cathedral In Spain Shared...,fake
POLITICS,"As monsoon session starts, PM Modi says govt willing to take up any issue in Parliament",real
ELECTION,Congress partyï¿½s minimum-income scheme for the poor is short on funding details,real
COVID-19,Fact Check: 7.25 Cr Toilets Built In Last 4 Yrs v/s 6.5 Cr Toilets Built During 1947-2014,fake
VIOLENCE,Video Of Nature's Beatbox Lyrebird Viral With Bizarre Claim,fake
VIOLENCE,Fact Check: Dont fall for this morphed picture of US President...,fake
GOVERNMENT,"TDP asks Andhra CM wear facemask in public, asks him to lead by example",real
VIOLENCE,Blast in SasaramÕs mosque claiming more than 100 bombs recovered is...,fake
VIOLENCE,Congress state units compare Gujarat migrant exodus with Partition using 2010 photo,fake
MISLEADING,"Fact Check: Designated Hyderabad COVID-19 Centre, Gandhi Hospital Overwhelmed With Patients?.Fact Check: Is this the school bus anti-CAA protesters targeted in Delhis Seelampur?",fake
MISLEADING,Fact Check: Mughal Gardens At Rashtrapati Bhavan Renamed To 'Dr. Rajendra Prasad Garden',fake
GOVERNMENT,DonÕt fall for these Ôtakeaways from IMF Webinar chaired by Raghuram...,fake
GOVERNMENT,"Kerala: Death toll in Idukki landslide reaches 48, dozen more missing; search ops enter 4th day",real
GOVERNMENT,Picture showing Aamir Khan as an atheist and an opponent of....Old Video Of Godman Rampal's Supporters Protesting Against Aaj Tak...,fake
COVID-19,Fact Check: Are Modi Government's Claims On India's FDI Inflows True?,fake
MISLEADING,"The Claim that Nagpur Medical hospital deliberately did a post mortem on a man who was alive with the intention to remove his kidneys is Fake..Fact Check: Doctor attacked in Kolkatas NRS hospital is doing fine, his death is a hoax",fake
MISLEADING,Fact Check: NASA has nothing to do with this edited image of the suns surface,fake
ELECTION,"Mahagathbandhan is an incoherent alliance of rich dynasties, says PM Modi",real
COVID-19,84 personnel deployed in Tamil Nadu Raj Bhavan test coronavirus positive,real
VIOLENCE,Fact Check: Old tampered video of Muharram goes viral with anti-RSS slogan. Hoax: Old News Of Plastic In Snickers Chocolate Bar Resurfaces,fake
COVID-19,Fact Check: #BoycottMyntra Trends On Social Media In Backdrop Of Old Cartoon Not Made By Myntra.Fact Check: Social media raps a flawed tune. Eminem is not down with coronavirus,fake
POLITICS,"Fact Check Video: No, this green flag in a Congress rally is not a Pakistani flag",fake
POLITICS,Scientists strike note of caution as Û÷Made in IndiaÛª vaccine programme gains momentum,real
GOVERNMENT,"For power, Nitish Kumar will bow before Tejashwi after polls if needed, says Chirag Paswan",fake
MISLEADING,'TIME...to go' Cover Featuring Donald Trump Is Fake,fake
VIOLENCE,"No, this video does not show armed men forcing people to attend a political rally in the Indian city of Kolkata.No, this video does not show police in Delhi blocking an ambulance to make way for the motorcade of Indias opposition party chief",fake
POLITICS,IndiaÕs talks with nations pushing for Taiwan at WHO meet rattles China,real
GOVERNMENT,Rescinded order to ensure CBI not misused: Maharashtra minister,real
POLITICS,"ÔBook wormÕ to ÔwandererÕ, BJP showcases ModiÕs 70 avatars ahead of 70th birthday",real
MISLEADING,Fact Check: VideoAmanpreet Kaur of passengers arguing over social distancing is not from Air India flight,fake
ELECTION,"RSS in 2015, SC in 2020  quota row hits Bihar polls again but heres why BJP isnt worried",real
COVID-19,"No, Priyanka Gandhi Vadra Is Not Hugging 'Naxal Bhabhi' In This Photo",fake
VIOLENCE,Video Of Crowd Thrashing Drunk Constable Shared As BJP Supporters...,fake
POLITICS,The Ayodhya Case Timeline: Events Leading Up To The Historic Judgment,real
POLITICS,Are the Muslims intentionally licking the cutlery and plates on Eid for the Hindus to eat in it ? Fact Check!,fake
COVID-19,India betting on 30% cap on digital transactions to avoid tech monopolies like in the West,real
POLITICS,Rahul does not attend parliamentary committee meetings on defence but 'demoralises' armed forces: Nadda,real
VIOLENCE,"ACB raids KAS officerÕs house in Bengaluru, unearths gold",real
VIOLENCE,SIT visits Hathras victimÛªs family at Bulgarhi again; to probe alongside CBI,real
GOVERNMENT,Gujjar stir: Bainsla sets Saturday deadline for govt offer,real
VIOLENCE,"Modi thanks ?silent voters? for Bihar victory, gives warning to those ?killing BJP workers?",fake
POLITICS,Why the Modi factor could push KCR to rush through elections in Telangana,real
GOVERNMENT,Fake tweet depicts Sambit Patra comparing PM Modi with Turkish warrior Ertugrul,fake
COVID-19,India has been a reliable partner in global supply chain: Ambassador Sandhu,real
MISLEADING,Viral Ram Mandir bhoomi pujan preparation video is an old one from Hyderabad,fake
COVID-19,Fact Check: Still from popular TV Series ÔThe Walking DeadÕ falsely...,fake
POLITICS,Farmer union claims central agency has flagged NRI donations in bid to defeat agitation,real
GOVERNMENT,MHA asks states/UTs to allow free inter-state movement of trucks supplying essentials during lockdown,real
ELECTION,"Noteban, Û÷faultyÛª implementation of GST, lockdown Û÷destroyedÛª IndiaÛªs economic structure: Rahul Gandhi",real
GOVERNMENT,Congress twitter handle shares old video as public outrage in PM Modiâs Jaipur rally,fake
COVID-19,Images of Ursula Andress from James Bond movie posted as Sonia Gandhi,fake
ELECTION,ÔElections were in full swing and Rahul Gandhi was on picnicÕ: RJD leader blames Rahul for election defeat,real
POLITICS,Fact Check: Don't fall for this morphed CNN visual claiming Covid vaccine turns people into zombies,fake
VIOLENCE,Kerala elephant death: Plea in SC seeks probe by CBI or SIT,real
VIOLENCE,"No, this video does not show piles of cash seized from TN MLA Velumaniâs godown",fake
MISLEADING,"Website impersonates official EPFO portral, âoffersâ Rs 80,000 benefits",fake
POLITICS,"China reacts cautiously to mounting boycott calls of its products in India, says it values ties",real
POLITICS,Mata Amritanandamayi Devi ÔAmmaÕ wishes PM Modi on Raksha Bandhan,real
VIOLENCE,Dont believe this picture of a man urinating on mural of...,fake
VIOLENCE,Video Showing Aid Denied To Hindus In Bangladesh Shared As India,fake
POLITICS,"With switch from Jai Shree Ram to Jai Ma Durga, BJP is tapping into the Bengali emotion",real
COVID-19,"Lets sit across each other with a Live Camera, Ravishâs message to PM after raids on Prannoy Royâs residence",fake
COVID-19,Fact Check: Are sea turtles making beeline for Mumbai beach after cleanup?,fake
VIOLENCE,Pakistan is sharing old video of Indian cops thrashing people claiming itÕs at a mosque,fake
VIOLENCE,This old photo was taken during a March 2011 protest in the northern Indian city of Lucknow.Fact Check: Photo of Eid procession in Bangladesh passed off as CAB protest in Mumbai,fake
POLITICS,Twitter users foxed by multiple accounts impersonating Mahua Moitra,fake
VIOLENCE,"Fictional story: Muslim boy elopes with ÔHindu JainÕ girl, Muslims terminated from jobs, girl returned",fake
GOVERNMENT,"Did Kanhaiya Kumar say slain Naxals are ÔmartyrsÕ? No Ð old, clipped video viral",fake
VIOLENCE,Video from Hyderabad viral as police arresting people in Assam after NRC,fake
GOVERNMENT,Fact Check: Old picture of PM Modi with Kyrgyzstan President shared...,fake
GOVERNMENT,Photoshopped image circulated to malign INC candidate contesting bypoll in Bengaluru,fake
ELECTION,Delhi HC grants bail to Congress leader DK Shivakumar,real
COVID-19,"No, Pakistani flags were not waved at Rahul GandhiÕs pre-nomination roadshow in Wayanad",fake
POLITICS,YouTube channel âLive TVâ shares old clip as protest in Srinagar against dilution of Article 370,fake
ELECTION,Itï¿½s Nitish vs Kejriwal again as Bihar minister trashes AAP ï¿½white liesï¿½ on migrant rail fare,real
GOVERNMENT,"Fact Check: BBC never called BJP the most corrupt party in the world. Congress is worlds second most corrupt political party, but only in fake news",fake
MISLEADING,"Fact Check: No, Whatsapp Has Not Introduced Three Ticks To Indicate Government Surveillance Against....Fact Check: No, Disaster Management Act does not restrict citizens to post updates on Covid-19",fake
ELECTION,"AAP manifesto quiet on CAA, sticks to tried-and-tested free power, better schools formula",real
POLITICS,NO! Madhuri Dixit has not joined BJP; heres the fact check,fake
POLITICS,"Modi calls for ensuring opportunity, improving accessibility for persons with disabilities",real
COVID-19,"FDA emergency authorization of blood plasma for Covid-19 on hold, according to the New York Times",real
GOVERNMENT,Fact Check: Did Pakistan police beat Hindu women? Heres the truth...,fake
ELECTION,"BJPs new heartland dilemma  what to do with Singh, Chouhan & Raje",real
COVID-19,"Fact Checked: No, this picture is not of CIA director Gina...",fake
COVID-19,"Goa not banana republic, tourists must follow Covid norms, says state health minister",real
TERROR,"Key road near Shaheen Bagh, shut over anti-CAA, NRC protests, reopens briefly after 69 days",real
GOVERNMENT,PM Modi didnÕt visit Manmohan Singh to seek advice ahead of...,fake
COVID-19,Fact Check: Does drinking coffee help in curing Coronavirus? Heres the...,fake
COVID-19,Nitrogen dioxide levels fell by more than 70% during COVID-19 lockdown in New Delhi: UN,real
COVID-19,India becomes fastest country to reach 4 million COVID19 vaccination mark,real
COVID-19,Coronavirus outbreak | 28 positive cases in India; Rashtrapati Bhavan cancels Holi events,real
POLITICS,DGCA will take Ôsome timeÕ before deciding on Boeing 737 MAX planes,real
VIOLENCE,Fact Check: From The Fake Photo Of Spain-Morocco Border To Brett Lee 'Converting' To Hinduism,fake
GOVERNMENT,"Fresh announcements on economy to help farmers, migrants: PM Modi",real
POLITICS,Is this a picture of Ôcobra flower that takes 36 years...,fake
GOVERNMENT,"No major income tax relief in Budget, new agri cess wont push up petrol & alcohol prices",real
GOVERNMENT,Bank unions lend support to farmersÕ agitation against farm laws,real
TRAD,"Indian economy will struggle even after Covid, grow at 4.5% until 2025 ï¿½ Oxford Economics",real
MISLEADING,Fact Check: Has CBSE Announced Biometric Attendance For Board Examinations? Heres...,fake
POLITICS,Telangana CM visits martyrÛªs home to pay homage,real
GOVERNMENT,"Delhi hospitals for residents only; to open borders, malls, places of worship from tomorrow: Kejriwal",real
VIOLENCE,"This kid?s parents were not killed in terror attack in Syria;....Child Kidnapping Rumours In India Being Spread With Syria Image, Pak...",fake
POLITICS,"No, this video does not show people celebrating Indian National Congress leader Rahul Gandhiâs election victory",fake
POLITICS,The world's tallest hybrid timber tower to be built in Sydney,real
POLITICS,45% Rise In Sexual Harassment Cases At Workplace Over 3 Years,fake
TERROR,"Laxmi Vilas hotel case: Rajasthan HC stays trial against Arun Shourie, others",real
COVID-19,COVID-19: Viral video of patient gasping for breath is NOT from India,fake
VIOLENCE,This viral video of a meat market is NOT from Wuhan;.... Fuel Price Pinch In India: Viral Pic Claiming German Mass Protest Is...,fake
POLITICS,Training of sports stars: War breaks out inIndian Olympic Association,real
COVID-19,"Coronavirus vaccine update: Sputnik V arrive in India, clinical trials shortly",fake
VIOLENCE,A Video from 2018 where a DMK Leader is seen assaulting a beautician is being shared as recent incident concerning a lady doctor.This is an AFP photo of a policeman threatening a child with a baton during clashes in Bangladesh in 2010,fake
COVID-19,"No, That's Not A New Five-Rupee Note, That's Photoshop",fake
POLITICS,Union Climate Minister Babul Supriyo feels the ÔheatÕ in Goa,real
GOVERNMENT,"Who are the Paswans? ?Upwardly mobile, powerful? Dalit group at centre of Bihar polls buzz?",fake
GOVERNMENT,Village recalls Ôour man in DelhiÕ: Never expected anything for getting work done,real
MISLEADING,Fact Check: Fake news about late SP Balasubrahmanyams hospital bills goes...,fake
POLITICS,Parliament panel Û÷discussionÛª with Facebook to continue: Shashi Tharoor,real
COVID-19,"In Himachal, Covid recoveries start outnumbering new cases",real
GOVERNMENT,"AIMIM wins 5 seats in Bihar, but hasnï¿½t made a big dent in Mahagathbandhan vote share",real
POLITICS,Hema Malini writes to Union Labour Minister in support of EPS-95 pensioners,real
VIOLENCE,Old video from Pakistan re-shared claiming to be from Kashmir,fake
